Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;MONOPROPILENGLICOL;0,3;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;ACIDO INDOL ACETICO (AIA);0,001;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;MASQUOL A150-40N;3;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;EXTRACTO POLVO DE ESPINO NEGRO;0,1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;EXTRACTO DE POLVO DE CSLB-P;0,1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;ACTIRON AT4;1,75;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;PARSOL MCX OCTINOXATO;0,8;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;CARBONATO CALCICO BRENNTAG MICRAJE FINO;59,1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;CARBONATO DE MANGANESO;1,13;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;LUBA PRINT 965/A;0,25;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;GOMA XANTANA;0,1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;MONOPROPILENGLICOL;0,7;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
ARCHER ECLIPSE ACTIRON;Formulación con Ca-Zn-Mn orientada a uso nutricional y protección frente a alta radiación, adaptada a variante ACTIRON.;ID-180;CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;12/08/2025;LIBERADO;PROX-AM 162S;1;"Ajustada para compatibilidad; evita precipitación de micronutrientes por pH controlado.";ARCHER ECLIPSE ACTIRON;ID-180 || CALIDAD - ID.2025.89 ARCHER ECLIPSE ACTIRON AT4 -F2;Se ha obtenido una solución cálcica enriquecida con Mn y Zn que mantiene fluidez y estabilidad incluso en condiciones de estufa. La sustitución por ACTIRON AT4 ha permitido evitar cuajados y asegurar la acción protectora prevista. El producto cumple los parámetros nutricionales y de desempeño lumínico solicitados.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;AGUA INICIAL;53;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;UREA URAL;30;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;NITRATO DE POTASIO;10;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;CLORURO DE POTASIO;4;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;ACIDO BORICO;0,7;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-58;CALIDAD - NITRO DELTA K F15.2;18/03/2025;NOK;SULFATO DE MAGNESIO;2,3;"Ensayo inicial; versiones no conformes por tendencia a cristalizar y perder claridad con el tiempo.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;AGUA INICIAL;47;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;UREA URAL;30;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;NITRATO POTASICO;10;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;CLORURO DE POTASIO;4;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;ACIDO BORICO;0,7;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;SULFATO DE MAGNESIO;2,3;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;ETANOL;5;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
NITRO DELTA K;Formulación N-K con urea, nitratos y aditivos de estabilidad adaptada a variantes GLUC.;ID-61;CALIDAD - NITRO DELTA K 15.6;25/03/2025;NOK;OPACIFICANTE;1;"No conforme; precipitación visible de sales que limita la solubilidad y la homogeneidad del producto.";NITRO DELTA K;ID-164 || CALIDAD - ID.2025.72 NITRO DELTA K F16.1.2-GLUC 3;La versión con ácido glucónico ha conseguido la estabilidad requerida sin cristalizaciones, manteniendo el pH en el rango óptimo. Se validó la mínima dosis de gluconato necesaria, garantizando un producto competitivo y compatible. El fertilizante cumple todas las especificaciones de partida.;;;;;;;;
